,SearchWord,ListOfTags
0,3d printing,"['3D printing,design,technology,business', '3D printing,molecular biology,synthetic biology,chemistry,pharmaceuticals,biotech,invention,software,health care,medicine,medical research,product design,biology,innovation,science,engineering,future,technology', '3D printing,crowdsourcing,biomimicry,biotech,visualizations,science and art,biology,bacteria,science,microbiology,microbes,collaboration,art']"
1,activism,"['TED Brain Trust,film,culture,music,activism,social change,storytelling,global issues,collaboration,art', 'photography,education,film,culture,activism,social change,design,storytelling,global issues,art', 'MacArthur grant,pollution,activism,politics,inequality,cities,environment,green,business', 'philanthropy,open-source,invention,culture,activism,architecture,disaster relief,design,global issues,collaboration', 'philanthropy,AIDS,Africa,poverty,activism,politics,social change,leadership,entertainment,global issues', 'photography,poverty,culture,activism,media,war,social change,storytelling,global issues,art', 'live music,Africa,music,activism,singer,women,entertainment', 'MacArthur grant,philanthropy,live music,education,culture,activism,cities,children', 'spoken word,culture,activism,war,violence,women,global issues,technology', 'TED Prize,education,culture,activism,children,teaching,design,entertainment,global issues,collaboration,writing', 'activism,politics,science,climate change,global issues', 'heart health,public health,Africa,health,health care,activism,global development,science,global issues', 'invention,public health,health,health care,activism,design,technology', 'Africa,poverty,economics,activism,politics,inequality,global development,global issues,business', 'One Laptop Per Child,computers,activism,design,technology', 'Africa,activism,war,animals,biodiversity,trees,ecology', 'Africa,activism,media,politics,identity,global issues,technology', 'AIDS,disease,photography,Africa,health,activism,media,science,global issues', 'activism,environment,global issues', 'TED Prize,submarine,oceans,activism,exploration,science,biodiversity', 'insects,education,biology,activism,environment,animals,children,biodiversity,trees,ecology,plants', 'prosthetics,fashion,sports,activism,future,design,technology', 'poverty,culture,activism,work,women,global issues,business', 'Africa,activism,disaster relief,global issues,technology,communication', 'consumerism,industrial design,activism,food,global development,sustainability,agriculture,global issues,business', 'education,activism,politics,social change,future,creativity,collaboration', 'meme,faith,God,activism,religion', 'philanthropy,activism,potential,global issues,community', 'activism,social change,environment,animals,biodiversity', 'prosthetics,happiness,health,activism,social change,society', 'Latin America,birds,Brazil,biology,activism,science,biodiversity,global issues', 'submarine,pollution,oceans,film,science and art,evolution,biology,fish,activism,discovery,exploration,science,climate change,environment,animals,nature,biodiversity,ecology,entertainment,adventure,global issues', 'meme,law,computers,web,culture,activism,collaboration,Internet,government', 'sports,activism,science,climate change,adventure,global issues', 'AIDS,Africa,health,activism,personal growth', 'nuclear weapons,activism,humanity,global issues,peace', 'economics,culture,activism,social change,science,business', 'TED Prize,photography,activism,art,community', 'culture,activism,business', 'culture,activism,architecture,public spaces,cities', 'poetry,cancer,brain,culture,activism', 'activism,war,global issues,collaboration,peace', 'youth,TEDx,culture,activism,war,children,global issues,community', 'protests,TEDx,culture,activism,politics,global issues,Egypt', 'poetry,live music,TEDx,music,activism,women,performance', 'pregnancy,plastic,chemistry,pollution,cancer,sex,public health,film,health,science and art,biology,activism,science,environment,sustainability,animals,children,agriculture,ecology', 'conservation,oceans,genetics,biology,fish,TEDx,activism,exploration,science,climate change,environment,animals,ecology', 'Planets,NASA,pollution,universe,space,TEDx,activism,science,environment,global issues,technology,TED Fellows', 'alternative energy,solar,solar energy,economics,energy,activism,science,cities,future,natural resources,climate change,environment,sustainability,green,agriculture,technology', 'activism,cities,technology,government', 'medical imaging,physiology,heart health,disease,illness,public health,health,health care,medicine,medical research,biology,TEDx,activism,politics,science,women', 'youth,health,culture,activism,bullying,global issues', 'sports,cancer,disease,public health,health,health care,medicine,culture,activism,aging,science,bioethics,society', 'insects,bees,biology,TEDx,activism,infrastructure,science,cities,urban planning,botany,natural resources,climate change,environment,sustainability,animals,nature,agriculture,urban,ecology,plants,global issues', 'terrorism,TEDx,activism,war,violence,global issues,peace', 'pharmaceuticals,cancer,corruption,illness,public health,health,health care,medicine,medical research,activism,science,data', 'violin,live music,medicine,music,activism,performance,TED Fellows', 'mental health,evolution,brain,culture,activism,comedy,entertainment,humor,society', 'youth,sociology,family,psychology,culture,activism,social change,parenting,children', 'pandemic,open-source,pharmaceuticals,AIDS,morality,invention,disease,illness,public health,HIV,health,health care,medicine,medical research,TEDx,activism,social change,history,science,bioethics,business,collaboration,society', 'dance,youth,TEDx,activism,social change,women,parenting,children', 'yesallwomen,feminism,Africa,education,TEDx,activism,global development,women', 'poverty,activism,inequality,global issues', 'philosophy,math,computers,science and art,physics,culture,activism,innovation,history,science,storytelling,technology', 'Brazil,photography,activism,environment,global issues', 'deextinction,synthetic biology,conservation,paleontology,genetics,DNA,biology,TEDx,activism,innovation,history,science,climate change,environment,animals,biodiversity,life,bioethics', 'deextinction,conservation,oceans,activism,science,climate change,environment,sustainability,animals,biodiversity,ecology,community', 'molecular biology,synthetic biology,fashion,conservation,medical research,activism,innovation,food,social change,science,future,environment,sustainability,animals,agriculture,bioethics,materials,global issues', 'toy,youth,TEDYouth,activism', 'fashion,gender,LGBT,Transgender,activism,inequality,identity,beauty', 'philanthropy,money,relationships,activism,business', 'LGBT,race,film,activism,inequality', 'disability,motivation,TEDx,activism,comedy,humor', 'terrorism,activism,politics,environment,animals,journalism,TED Fellows', 'hack,crime,terrorism,activism,Internet', 'activism,architecture,infrastructure,cities,sustainability,TED Fellows', 'gender,india,TEDx,activism,media,violence,women', 'activism,politics,technology', 'Autism spectrum disorder,youth,mind,disability,activism', 'online video,film,activism,social change,global issues', 'feminism,education,activism,violence,women,Middle East', 'online video,web,social media,activism,media,politics,journalism', 'travel,culture,activism,war,violence,peace,TED Fellows,Middle East', 'sociology,protests,social media,activism,social change,technology,society', 'youth,crime,TEDx,activism,prison,violence,social change,cities', 'corruption,photography,activism,art,TED Fellows', 'activism,social change,peace', 'TEDx,culture,activism,religion,women', 'morality,TEDx,activism,identity', 'gender,activism,inequality,humanity,women,global issues', 'poverty,economics,activism,inequality,community', 'gender,activism,inequality,women', 'photography,TEDx,activism,animals,nature', 'education,activism,leadership,inequality,women,Middle East', 'youth,pain,activism,policy,technology,communication,big problems,data,society', 'faith,God,feminism,activism,personal growth,religion,inequality,women,identity,community,society,TED Fellows', 'family,economics,health,health care,TEDx,activism,social change,humanity,future,work,women,women in business,parenting,government,big problems,society', 'computers,military,web,terrorism,activism,war,violence,security,leadership,policy,future,technology,communication,Internet,government,data', 'state-building,computers,web,social media,motivation,activism,media,innovation,politics,social change,democracy,entrepreneur,collaboration,communication,Internet,government,big problems,society,Egypt,Middle East', 'capitalism,money,finance,economics,investment,activism,United States,politics,leadership,democracy,Europe,global issues,business,government,big problems,society', 'pharmaceuticals,Debate,biotech,cancer,law,public health,genetics,health,health care,medicine,medical research,TEDx,activism,innovation,leadership,policy,science,nature,technology,government,society', 'plastic,youth,consumerism,pollution,oceans,education,activism,global development,future,environment,sustainability,materials,big problems', 'sociology,Slavery,law,race,disease,illness,public health,health,health care,medicine,medical research,activism,social change,inequality,big problems,society', 'sex,crime,software,interface design,product design,activism,innovation,violence,social change,women,design,big problems,TED Fellows', 'marketing,goal-setting,Debate,law,guns,activism,violence,social change,choice,leadership,policy,future,parenting,children,government,big problems,community', 'live music,goal-setting,social media,activism,politics,social change,leadership,inequality,humanity,policy,future,climate change,identity,global issues,collaboration,communication,government,big problems,community', 'money,law,corruption,poverty,economics,investment,activism,inequality,news,identity,global issues,business,government,big problems', 'books,family,education,health,visualizations,activism,women,parenting,children,communication', 'Buddhism,Slavery,race,Africa,visualizations,motivation,culture,activism,politics,social change,inequality,creativity,identity,global issues,art,society,beauty,TED Fellows', 'relationships,empathy,self,activism,personal growth,potential,social change,identity,technology,collaboration,communication,big problems,community,society', 'law,empathy,sex,trafficking,feminism,TEDx,activism,social change,inequality,policy,women,identity,global issues,government,community,society', 'race,heart health,men,public health,health,health care,medicine,medical research,activism,potential,community', 'guns,Africa,economics,death,activism,war,violence,security,inequality,humanity,children,global issues,business,big problems,community,society', 'interview,television,family,film,motivation,activism,personal growth,social change,life,entertainment,creativity,identity,communication', 'terrorism,activism,comedy,religion,social change,entertainment,humor,identity,community,society,TED Fellows', 'Africa,poverty,activism,innovation,food,farming,leadership,global development,future,agriculture,global issues,community,society', 'genetics,health,health care,medicine,medical research,activism,inequality,science,big problems,community,society,TED Fellows', 'death,terrorism,compassion,TEDx,activism,violence,social change,humanity,life,identity,global issues,community,society', 'culture,music,activism,piano,United States,personal growth,singer,prison,criminal justice,vocals,social change,policy,performance,big problems,society', 'food,water,agriculture,sanitation,farming,nature,design,engineering,health,alternative energy,climate change,environment,activism,energy,green,infrastructure,natural resources,humanity,TEDx,community', 'transportation,nature,law,future,alternative energy,climate change,environment,global issues,innovation,activism,pollution,policy,infrastructure,global development,natural resources,humanity,social change,collaboration,history,communication,community,leadership', 'alternative energy,climate change,environment,global issues,technology,investment,innovation,activism,energy,green,pollution,solar,solar energy,nuclear weapons,nuclear energy,policy,infrastructure,global development,natural resources,fear,social change,society,government', 'social change,communication,community,activism,social media,Internet,journalism,violence,sex', 'death,community,religion,activism,terrorism,war,humanity,society,identity,TEDx,Islam,Middle East,violence', 'culture,social change,obesity,creativity,art,activism,photography,performance art,self,humanity,society,beauty,identity,fear,TEDx', 'technology,computers,choice,communication,activism,hack,society,Internet,government,data,security,Surveillance', 'Islam,activism,community,death,family,humanity,love,religion,social change,society', 'film,TED Fellows,health care,medicine,medical research,gender,gender equality,history,health,illness,science,women,leadership,personal growth,activism,pain', 'gender equality,activism,feminism,funny,global issues,government,history,inequality,leadership,motivation,personal growth,politics,social change,society,women', 'activism,community,gender,humanity,identity,inequality,race,social change,society,violence,women', 'africa,gender equality,activism,collaboration,communication,community,government,history,humanity,identity,immigration,inequality,leadership,media,poverty,race,social change,social media,society', 'gender spectrum,LGBT,transgender,activism,arts,beauty,collaboration,compassion,family,feminism,gay,gender,happiness,humanity,identity,inequality,poetry,relationships,social change,society,women,writing', 'family,Europe,children,community,terrorism,Middle East,identity,leadership,motivation,TEDx,social change,activism,violence,humanity,society', 'Africa,storytelling,inequality,news,journalism,writing,Internet,politics,empathy,global issues,community,collaboration,communication,leadership,motivation,personal growth,social change,activism,humanity,society', 'gender,work,women in business,gaming,writing,social media,Internet,feminism,bullying,policy,gender equality,computers,global issues,potential,communication,women,sexual violence,leadership,activism,society', 'corruption,terrorism,poverty,crime,prison,government,activism,TEDx', 'collaboration,communication,women,identity,sexual violence,personal growth,social change,activism,humanity,society', 'death,social change,activism,parenting,United States,brain,violence,humanity,mental health,society,mind,big problems,pain,TEDMED,guns,personality', 'medical research,community,pregnancy,women,social change,activism,parenting,children,family,health,health care,race,inequality,medicine,illness,society,communication,humanity', 'film,movies,business,women,social change,activism,inequality,society,art,communication,data', 'faith,religion,peace,motivation,compassion,empathy,community,leadership,social media,writing,social change,activism,family,society,identity,collaboration,communication,humanity', 'software,AI,programming,code,product design,innovation,technology,activism,TEDx,race,inequality,identity,data,algorithm', 'entertainment,theater,motivation,literature,leadership,performance art,poetry,women,gender equality,social change,activism,children,inequality,art,communication,humanity', 'development,anthropology,biodiversity,bacteria,government,disease,animals,biology,biomechanics,life,science,nature,women,gender equality,activism,parenting,children,health,health care,inequality,medicine,humanity', 'technology,computers,education,social change,activism,parenting,children,family,TEDx,Internet,sexual violence,society,communication', 'education,activism,water,public health,algorithm,community,communication,TEDx,health,environment,science,engineering,leadership,humanity,society', 'Africa,TED Fellows,activism,communication,depression,entrepreneur,health,health care,humanity,identity,mental health,personal growth,personality,social change,society,vulnerability', 'politics,social change,future,history,activism,peace,leadership,inequality,United States,news,democracy,government,security,immigration,refugees,communication,global issues,society', 'TED residency,activism,crime,humanity,identity,personal growth,social change,society']"
2,addiction,"['narcotics,addiction,culture,policy,society', 'obesity,mindfulness,addiction,TEDMED,cognitive science,mental health,mind,neuroscience,meditation,illness,health,brain,motivation,decision-making,personal growth,curiosity,choice,science,nature', 'economics,cities,community,children,family,capitalism,social change,history,leadership,personal growth,identity,poverty,United States,Addiction', 'self,law,LGBT,HIV,addiction,community,leadership,policy,government,disease,social change,TEDx,public health,society,identity,communication,humanity', 'health care,cancer,medicine,policy,TEDMED,addiction,pharmaceuticals,communication,writing,health,mental health,medical research,science,social change']"
3,adventure,"['Moon,mining,Planets,NASA,space,energy,exploration,adventure,technology', 'submarine,oceans,education,fish,exploration,science,animals,biodiversity,adventure', 'extreme sports,sports,flight,invention,exploration,design,entertainment,adventure,technology', 'environment,nature,entertainment,adventure', 'space,biotech,TEDx,climate change,environment,ecology,adventure', 'Asia,war,history,storytelling,adventure', 'sports,science,climate change,adventure', 'narcotics,crime,economics,adventure,global issues,writing', 'photography,culture,curiosity,adventure,art', 'TED Brain Trust,happiness,innovation,work,design,creativity,adventure,art', 'aircraft,solar energy,engineering,green,adventure,technology', 'submarine,oceans,film,nature,entertainment,storytelling,adventure,technology,writing', 'weather,medicine,biology,exploration,humanity,science,adventure', 'submarine,pollution,oceans,film,science and art,evolution,biology,fish,activism,discovery,exploration,science,climate change,environment,animals,nature,biodiversity,ecology,entertainment,adventure,global issues', 'goal-setting,oceans,entertainment,adventure,global issues', 'sports,activism,science,climate change,adventure,global issues', 'flight,design,adventure,technology', 'travel,cosmos,photography,film,science and art,biology,exploration,science,environment,animals,nature,biodiversity,life,adventure,art', 'wind energy,birds,conservation,pollution,Africa,biology,bacteria,history,science,environment,animals,nature,biodiversity,ecology,adventure,Egypt', 'nuclear energy,disaster relief,adventure', 'robots,open-source,oceans,exploration,adventure,technology,TED Fellows', 'live music,space,culture,fear,life,adventure', 'submarine,oceans,exploration,biodiversity,adventure', 'extreme sports,personal growth,potential,exploration,adventure', 'TEDYouth,paleontology,dinosaurs,ancient world,adventure,TED Fellows', 'music,adventure', 'extreme sports,space,invention,Google,astronomy,physics,innovation,exploration,science,engineering,adventure,technology', 'South America,geology,glacier,photography,science and art,exploration,science,environment,biodiversity,ecology,adventure,beauty', 'consciousness,extreme sports,mindfulness,mind,oceans,meditation,TEDx,exploration,adventure,peace', 'chemistry,oceans,water,biology,ancient world,TEDx,exploration,history,science,future,climate change,environment,animals,nature,biodiversity,life,ecology,adventure,beauty', 'robots,TEDYouth,water,exploration,curiosity,science,climate change,environment,sustainability,nature,green,ecology,plants,adventure,technology', 'submarine,mission blue,neuroscience,oceans,photography,water,biology,fish,exploration,science,environment,nature,biodiversity,life,adventure,beauty', 'South America,chemistry,geology,motivation,exploration,science,environment,nature,bioethics,ecology,adventure,beauty', 'mission blue,conservation,oceans,photography,water,science and art,fish,exploration,curiosity,future,environment,sustainability,animals,nature,biodiversity,ecology,adventure,global issues,beauty', 'paleontology,dinosaurs,geology,universe,ancient world,exploration,history,humanity,science,environment,animals,nature,adventure', 'asteroid,TED Books,TED Fellows,NASA,discovery,solar system,adventure,global issues,science,nature,astronomy,universe,physics,exploration,space,technology,collaboration', 'relationships,universe,space,literature,visualizations,death,aging,exploration,humanity,future,entertainment,performance,storytelling,adventure,identity,communication,beauty', 'oceans,glacier,meditation,water,visualizations,exploration,climate change,sustainability,nature,adventure,big problems,art,beauty', 'design,entertainment,performance,creativity,storytelling,materials,adventure,humor,identity,personality,collaboration,communication,art,community,beauty', 'culture,TED Prize,exploration,adventure,space,Latin America,world cultures,ancient world,curiosity,conservation,discovery,crowdsourcing,archaeology,global issues,technology,innovation,humanity,history', 'entertainment, love, relationships, happiness, exploration, adventure, gaming, humor, math, garden, curiosity, funny, farming, personality, friendship', 'illusion,aging,personal growth,intelligence,self,adventure,humanity,writing,identity', 'adventure,animation,art,beauty,collaboration,computers,design,discovery,exploration,history,innovation,invention,technology,visualizations', 'TEDx,adventure,creativity,curiosity,entrepreneur,failure,fear,goal-setting,humanity,innovation,life,motivation,personal growth,sociology,teaching', 'global issues,community,terrorism,war,TED Prize,potential,human origins,world cultures,ancient world,Egypt,Middle East,South America,archaeology,algorithm,science,technology,adventure,collaboration,communication,education,violence,humanity,society,big problems', 'science,technology,engineering,NASA,aircraft,innovation,robots,future,universe,exploration,adventure,programming,discovery,solar system,Mars,collaboration,communication,TEDx,United States,humanity', 'adventure,play,fear,teaching,community,leadership,women,gender equality,education,social change,parenting,children,family,society,identity,personal growth', 'adventure,collaboration,demo,design,engineering,entrepreneur,flight,future,innovation,invention,motivation,potential,technology']"
4,advertising,"['advertising,consumerism,happiness,economics,psychology,life,creativity,business', 'advertising,consumerism,marketing,economics,TEDx,business', 'TED Brain Trust,advertising,marketing,design,business', 'advertising,social media,culture,media,entertainment', 'advertising,privacy,technology,business,Internet', 'advertising,TEDx,culture,humor', 'advertising,shopping,consumerism,behavioral economics,marketing,cognitive science,mental health,mind,neuroscience,health,medical research,brain,decision-making,media,science,bioethics,journalism', 'advertising,marketing,money,business', 'advertising,war,creativity', 'advertising,fashion,shopping,Brand,marketing,economics,investment,data']"
5,africa,"['primates,Africa,culture,science,environment,animals,nature,global issues', 'philanthropy,AIDS,Africa,poverty,activism,politics,social change,leadership,entertainment,global issues', 'AIDS,Africa,economics,culture,disaster relief,choice,future,climate change,environment,business', 'TED Prize,Africa,economics,health care,culture,global issues,technology,business', 'TED Brain Trust,philanthropy,microfinance,Africa,poverty,investment,culture,global development,entrepreneur,business', 'Asia,statistics,math,Google,Africa,economics,health,demo,visualizations,global development,global issues', 'Asia,statistics,Google,Africa,poverty,economics,health,visualizations,inequality,global development,global issues', 'AIDS,statistics,Africa,economics,health,science,global issues', 'philanthropy,corruption,Africa,economics,politics,global development,entrepreneur,global issues,business', 'philanthropy,Africa,economics,investment,health care,global development,entrepreneur,women,women in business,global issues,business', 'alternative energy,interview,library,Africa,energy,design,global issues,technology', 'Africa,investment,entrepreneur,global issues,business', 'poetry,literature,Africa,culture,politics,entertainment,storytelling,global issues', 'Africa,education,culture,politics,social change,leadership,global issues', 'live music,Africa,music,activism,singer,women,entertainment', 'philanthropy,Africa,investment,politics,global development,global issues,technology,business', 'human origins,anthropology,paleontology,Africa,exploration,humanity,science,global issues', 'guitar,live music,Africa,music,entertainment', 'guitar,live music,Africa,music,entertainment,performance', 'math,Africa,education,culture,architecture,design,technology', 'Africa,education,culture,politics,global issues,collaboration', 'TED Prize,math,Africa,education,physics,science,technology', 'heart health,public health,Africa,health,health care,activism,global development,science,global issues', 'philanthropy,Africa,education,global issues,technology', 'guitar,live music,Africa,music,singer', 'Africa,poverty,economics,activism,politics,inequality,global development,global issues,business', 'poetry,literature,Africa,culture,politics,humanity,entertainment,humor,writing', 'Africa,activism,war,animals,biodiversity,trees,ecology', 'Africa,design,business,art', 'apes,human origins,anthropology,paleontology,Africa,evolution,ancient world,humanity,science', 'anthropology,race,Africa,genetics,DNA,evolution,culture,science', 'Africa,activism,media,politics,identity,global issues,technology', 'primates,pollution,Africa,science,environment,animals,biodiversity,global issues', 'AIDS,disease,photography,Africa,health,activism,media,science,global issues', 'Africa,film,culture,war,entertainment,creativity,global issues', 'Africa,film,culture,media,entertainment,creativity,global issues,technology', 'paleontology,dinosaurs,Africa,education,evolution,biology,exploration,history,animals,life', 'AIDS,disease,Africa,health,biology,bacteria,exploration,science,microbiology,biodiversity,global issues', 'Africa,activism,disaster relief,global issues,technology,communication', 'presentation,AIDS,disease,statistics,Africa,visualizations,global issues', 'presentation,Asia,statistics,math,Africa,education,medicine,visualizations,global development,science,global issues,technology,data', 'invention,Africa,poverty,energy,creativity', 'philanthropy,invention,Africa,poverty,economics,innovation,inequality,global development,women,global issues,business', 'books,Africa,culture,storytelling,identity,writing', 'water,Africa,biology,bacteria,architecture,sustainability,design', 'Africa,science,animals,green,biodiversity,global issues', 'AIDS,Africa,health,health care,women,community', 'AIDS,Africa,health,activism,personal growth', 'statistics,Africa,health,TEDx,inequality,global development,data', 'iraq,Africa,war,violence,politics,peace', 'smell,Africa,TEDx,war,animals,technology', 'photography,Africa,film,environment,animals,global issues', 'philanthropy,marketing,Africa,global issues,business', 'Africa,film,politics,democracy,entertainment,global issues', 'Africa,poverty,TEDx,media,journalism', 'anthropology,archaeology,NASA,geology,space,computers,Africa,ancient world,innovation,exploration,history,science,technology,collaboration,TED Fellows,Egypt', 'Africa,TEDx,war,materials,technology,communication', 'wind energy,birds,conservation,pollution,Africa,biology,bacteria,history,science,environment,animals,nature,biodiversity,ecology,adventure,Egypt', 'invention,water,Africa,innovation,global development,entrepreneur,business', 'yesallwomen,feminism,Africa,education,TEDx,activism,global development,women', 'corruption,crime,Africa,global issues,journalism', 'Africa,technology,business,TED Fellows', 'Africa,culture,language,design,writing', 'Asia,china,Africa,economics,infrastructure,politics,democracy,global issues', 'Africa,economics,global issues,business', 'Africa,architecture,design,TED Fellows', 'Africa,innovation,violence,entrepreneur,global issues,peace', 'mining,drones,weather,conservation,map,photography,Africa,visualizations,science,botany,natural resources,climate change,environment,animals,nature,green,biodiversity,trees,ecology,plants,technology', 'Africa,architecture,sustainability', 'Africa,culture,nature', 'Africa,innovation,technology', 'microfinance,Africa,agriculture,global issues', 'Africa,education,leadership,entrepreneur,TED Fellows', 'Africa,TEDx,culture,women,global issues', 'Africa,economics,investment,entrepreneur,TED Fellows', 'water,Africa,product design,innovation,potential,botany,women in business,environment,sustainability,nature,green,agriculture,plants,creativity,materials,business', 'chemistry,weather,biotech,water,Africa,genetics,biology,food,potential,science,microbiology,botany,climate change,environment,sustainability,nature,garden,agriculture,bioethics,plants,global issues', 'pandemic,ebola,disease,illness,public health,Africa,genetics,health,medicine,medical research,innovation,humanity,science,future,global issues,big problems', 'AIDS,virus,TEDMED,race,disease,illness,public health,Africa,health,health care,medicine,medical research,United States,social change,inequality,global issues,government,big problems', 'Africa,potential,politics,leadership,democracy,global development,future,identity,global issues,Internet,government,community', 'Buddhism,Slavery,race,Africa,visualizations,motivation,culture,activism,politics,social change,inequality,creativity,identity,global issues,art,society,beauty,TED Fellows', 'disease,illness,public health,HIV,Africa,health,health care,medicine,medical research,innovation,leadership,inequality,future,parenting,global issues,communication,big problems', 'guns,Africa,economics,death,activism,war,violence,security,inequality,humanity,children,global issues,business,big problems,community,society', 'photography,water,Africa,visualizations,time,environment,creativity,technology,beauty', 'Africa,poverty,activism,innovation,food,farming,leadership,global development,future,agriculture,global issues,community,society', 'public health,architecture,public spaces,materials,Africa,health care,beauty,United States,design,engineering,humanity,social change,collaboration,community,inequality,society', 'Africa,potential,mobility,war,women,future,education,goal-setting,global issues,technology,investment,policy,global development,natural resources,business,economics,collaboration,leadership,society,government', 'arts,entertainment,performance,collaboration,innovation,social change,Africa,history,communication,community,dance,race,demo,self,humanity,society,identity,TED Fellows,slavery', 'global issues,politics,business,military,New York,Africa,war,leadership,motivation,Asia,china,law,society,democracy,TEDx,money,Europe,government,iraq,Iran,Middle East,Foreign Policy,security,South America,global development', 'africa,gender equality,activism,collaboration,communication,community,government,history,humanity,identity,immigration,inequality,leadership,media,poverty,race,social change,social media,society', 'investment,global development,potential,leadership,government,cancer,Africa,innovation,business,economics,goal-setting,health,society,collaboration,communication', 'Africa,storytelling,inequality,news,journalism,writing,Internet,politics,empathy,global issues,community,collaboration,communication,leadership,motivation,personal growth,social change,activism,humanity,society', 'performance,Africa,storytelling,poetry,war,language,spoken word,writing,refugees,children,family,identity,TEDMED,art,communication,humanity', 'literature,feminism,Africa,education,community,inequality,identity,communication,writing,TEDx,gender,children,women,gender equality,leadership,humanity,society', 'Africa,terrorism,trafficking,community,global issues,communication,writing,journalism,social change,humanity,society', 'Africa,TED Fellows,activism,communication,depression,entrepreneur,health,health care,humanity,identity,mental health,personal growth,personality,social change,society,vulnerability', 'Africa,mental health,identity,community,personal growth,humanity,social change,communication,health,society', 'Africa,TED prize,collaboration,development,disease,ebola,education,global issues,health,health care,humanity,illness,medicine,society,technology,virus']"
6,aging,"['biotech,disease,health care,aging,science,engineering,future,technology', 'genetics,health,health care,medicine,aging,science', 'public health,health,brain,aging,social change,science,technology,business', 'film,animation,aging,entertainment,technology,business', 'TED Brain Trust,youth,money,education,aging,politics', 'molecular biology,synthetic biology,biotech,genetics,medicine,medical research,DNA,innovation,aging,science,technology', 'education,health care,medicine,self,TEDx,culture,aging,storytelling', 'health,TEDx,culture,aging,women,personality', 'happiness,population,mental health,mind,health,psychology,TEDx,culture,personal growth,aging,humanity,science,women,life', 'sports,cancer,disease,public health,health,health care,medicine,culture,activism,aging,science,bioethics,society', 'philosophy,mental health,mind,neuroscience,disease,illness,family,health,health care,medicine,psychology,self,death,compassion,brain,aging,science,future,life,TED Fellows', 'gaming,happiness,philosophy,body language,cognitive science,mind,neuroscience,illness,social media,health,health care,medicine,psychology,self,compassion,motivation,aging,social change,science,life,entertainment,technology', 'programming,cognitive science,mind,neuroscience,disease,illness,math,computers,health,health care,medicine,machine learning,disability,brain,speech,innovation,aging,science,global issues,technology,TED Fellows', 'medical imaging,consciousness,youth,sociology,cognitive science,mind,neuroscience,education,intelligence,biology,brain,aging,science,parenting,children', 'biomimicry,insects,disease,genetics,disability,hearing,DNA,evolution,biology,sight,TEDx,aging,science,environment,animals,biodiversity,ecology', 'youth,goal-setting,culture,aging', 'death,culture,aging,humanity,life', 'culture,aging,social change', 'extreme sports,goal-setting,culture,aging', 'molecular biology,synthetic biology,biotech,cognitive science,neuroscience,health,health care,medicine,medical research,disability,brain,innovation,aging,science,future', 'aging,storytelling', 'TEDYouth,invention,product design,innovation,aging,design,technology', 'molecular biology,memory,youth,neuroscience,disease,medicine,medical research,biology,brain,innovation,aging,science,bioethics', 'poetry,disease,health,personal growth,aging', 'neuroscience,health,medicine,medical research,aging', 'memory,mental health,mind,neuroscience,health,medical research,biology,brain,aging,science', 'death,TEDx,architecture,aging,humanity,cities,design,TED Fellows', 'relationships,interview,self,personal growth,comedy,aging,humanity,women,life,humor,identity', 'happiness,work-life balance,relationships,health,time,TEDx,aging,humanity,life,data,society', 'books,meditation,language,aging,humanity,life,storytelling,identity,writing,journalism', 'relationships,universe,space,literature,visualizations,death,aging,exploration,humanity,future,entertainment,performance,storytelling,adventure,identity,communication,beauty', 'aging,exploration,curiosity,science', 'health care,cancer,choice,aging,compassion,pharmaceuticals,death,medicine,health,self,humanity,economics,TEDx,communication,identity', 'illusion,aging,personal growth,intelligence,self,adventure,humanity,writing,identity', 'death,art,life,aging,beauty,cancer,family,TEDx,painting', 'DNA,aging,bacteria,biology,biotech,brain,chemistry,collaboration,engineering,evolution,future,genetics,humanity,innovation,invention,life,nature,neuroscience,physiology,science,society,technology', 'aging,communication,compassion,death,empathy,family,health,humanity,life,relationships,vulnerability', 'aging,success,personality,motivation,death,relationships,life,entrepreneur,society,communication,humanity', ""genetics,disease,health,aging,biomechanics,mental health,mind,neuroscience,medical research,Alzheimer's,science,future"", 'entertainment,music,art,love,dance,aging,happiness,success,personal growth,family,india,movies,technology,future,communication,humanity', 'Christianity,God,aging,art,beauty,birds,books,communication,family,friendship,funny,humanity,love,personal growth,self,society,writing']"
